Fri, 19 Jul 2019 09:44:03 : INFO 单机登录，即将测试[RD50C_RSU]产品的[RSDB0单板电源检测工位]
Fri, 19 Jul 2019 09:45:04 : INFO 开始测试产品[RD50C_RSU]的[RSDB0单板电源检测工位](维修测试)
Fri, 19 Jul 2019 09:45:18 : INFO 由于[用户人工中止]，本次测试流程终止，本次测试结果抛弃！
Fri, 19 Jul 2019 09:47:36 : INFO 检测员[admin]登录成功，即将测试[RD50C_RSU]产品的[RSDB0单板电源检测工位]
Fri, 19 Jul 2019 09:47:42 : INFO 开始测试产品[RD50C_RSU]的[RSDB0单板电源检测工位]
Fri, 19 Jul 2019 09:48:02 : INFO [扫码条码]测试成功，输出:RSDB0单板条码=123455550001
Fri, 19 Jul 2019 09:48:05 : INFO [电源网络短路测试]测试成功，输出:<无>
Fri, 19 Jul 2019 09:48:11 : INFO [电源网络电压精度测试]测试成功，输出:<无>
Fri, 19 Jul 2019 09:48:11 : INFO 产品[RD50C_RSU][RSDB0单板电源检测工位]测试完成，测试通过！
Fri, 19 Jul 2019 09:48:11 : INFO 产品123455550001测试结果已保存
Fri, 19 Jul 2019 09:48:19 : INFO 开始测试产品[RD50C_RSU]的[RSDB0单板功能测试工位]
Fri, 19 Jul 2019 09:48:25 : INFO 由于[RSDB0单板电源&BOOT下载测试项未进行或未通过，RSDB0单板功能测试终止]，本次测试流程终止，本次测试结果抛弃！
Fri, 19 Jul 2019 09:48:48 : INFO 开始测试产品[RD50C_RSU]的[RSDB0单板功能测试工位]
Fri, 19 Jul 2019 09:48:55 : INFO 由于[RSDB0单板电源&BOOT下载测试项未进行或未通过，RSDB0单板功能测试终止]，本次测试流程终止，本次测试结果抛弃！
Fri, 19 Jul 2019 09:49:01 : INFO 开始测试产品[RD50C_RSU]的[RSDB0单板EPLD下载工位]
Fri, 19 Jul 2019 09:49:06 : INFO [扫码条码]测试成功，输出:RSDB0单板条码=123455550001
Fri, 19 Jul 2019 09:49:07 : INFO [EPLD下载测试]测试成功，输出:<无>
Fri, 19 Jul 2019 09:49:07 : INFO [BOOT下载测试]测试成功，输出:<无>
Fri, 19 Jul 2019 09:49:07 : INFO 产品[RD50C_RSU][RSDB0单板EPLD下载工位]测试完成，测试通过！
Fri, 19 Jul 2019 09:49:08 : INFO 产品123455550001测试结果已保存
Fri, 19 Jul 2019 09:49:14 : INFO 开始测试产品[RD50C_RSU]的[RSDB0单板功能测试工位]
Fri, 19 Jul 2019 09:50:08 : INFO 由于[]，本次测试流程终止，本次测试结果抛弃！
Fri, 19 Jul 2019 09:50:11 : INFO 检测员[admin]退出
Fri, 19 Jul 2019 09:50:13 : INFO 检测员[admin]登录成功，即将测试[RD50C_RSU]产品的[RSDB0单板电源检测工位]
Fri, 19 Jul 2019 09:50:29 : INFO 开始测试产品[RD50C_RSU]的[RSDB0单板功能测试工位]
Fri, 19 Jul 2019 09:50:34 : INFO [扫码条码]测试成功，输出:RSDB0单板条码=123455550001
Fri, 19 Jul 2019 09:50:35 : INFO Opening serial port u'com4'
Fri, 19 Jul 2019 09:50:51 : INFO command:shhtj,response:
Fri, 19 Jul 2019 09:51:06 : INFO command:shhtj,response:
Fri, 19 Jul 2019 09:51:21 : INFO command:shhtj,response:
Fri, 19 Jul 2019 09:51:36 : INFO command:shhtj,response:
Fri, 19 Jul 2019 09:51:51 : INFO command:shhtj,response:
Fri, 19 Jul 2019 09:54:46 : INFO 检测员[admin]登录成功，即将测试[RD50C_RSU]产品的[RSDB0单板功能测试工位]
Fri, 19 Jul 2019 09:54:52 : INFO 开始测试产品[RD50C_RSU]的[RSDB0单板功能测试工位]
Fri, 19 Jul 2019 09:54:56 : INFO [扫码条码]测试成功，输出:RSDB0单板条码=123455550001
Fri, 19 Jul 2019 09:54:57 : INFO Opening serial port u'com4'
Fri, 19 Jul 2019 09:54:59 : INFO command:shhtj,response:
Fri, 19 Jul 2019 09:54:59 : INFO command:shhtj,response:
Fri, 19 Jul 2019 09:54:59 : INFO command:shhtj,response:U-Boot 2011.03-00003-g38fc14f-dirty (Feb 06 2017 - 16:29:59) BSP-UBOOT-01.00.00
Fri, 19 Jul 2019 09:54:59 : INFO command:shhtj,response:
Fri, 19 Jul 2019 09:54:59 : INFO command:shhtj,response:Reset Status:
Fri, 19 Jul 2019 09:54:59 : INFO command:shhtj,response:
Fri, 19 Jul 2019 09:54:59 : INFO command:shhtj,response:CPU:   e300c3, MPC8306, Rev: 1.1 at 266.667 MHz, CSB: 133.333 MHz
Fri, 19 Jul 2019 09:54:59 : INFO command:shhtj,response:DRAM:  64 MiB (DDR2, 64-bit, ECC off, 266.667 MHz)
Fri, 19 Jul 2019 09:55:00 : INFO command:shhtj,response:Flash: 64 MiB
Fri, 19 Jul 2019 09:55:00 : INFO command:shhtj,response:QE: uploading microcode is OK!
Fri, 19 Jul 2019 09:55:00 : INFO command:shhtj,response:Using default environment
Fri, 19 Jul 2019 09:55:00 : INFO command:shhtj,response:
Fri, 19 Jul 2019 09:55:00 : INFO command:shhtj,response:In:    serial
Fri, 19 Jul 2019 09:55:00 : INFO command:shhtj,response:Out:   serial
Fri, 19 Jul 2019 09:55:00 : INFO command:shhtj,response:Err:   serial
Fri, 19 Jul 2019 09:55:00 : INFO command:shhtj,response:Net:   UEC0, UEC1
Fri, 19 Jul 2019 09:55:01 : INFO command:shhtj,response:before download version, you should prepare tftp server
Fri, 19 Jul 2019 09:55:01 : INFO command:shhtj,response:download version steps:
Fri, 19 Jul 2019 09:55:01 : INFO command:shhtj,response:1. setenv ipaddr 192.168.1.210
Fri, 19 Jul 2019 09:55:01 : INFO command:shhtj,response:2. setenv serverip  192.168.1.200
Fri, 19 Jul 2019 09:55:01 : INFO command:shhtj,response:3. download  #download appversion and sysversion
Fri, 19 Jul 2019 09:55:01 : INFO command:shhtj,response:dlsys  #download sysversion
Fri, 19 Jul 2019 09:55:01 : INFO command:shhtj,response:dlapp #download appversion
Fri, 19 Jul 2019 09:55:01 : INFO command:shhtj,response:dlboot #download boot
